code,title
47-2053,Trabajadores de Aplicación y Terminación de Terrazo
47-2061,Obreros de la Construcción
47-2071,"Operadores de Equipos de Pavimentación, Aplanamiento y Compactación"
47-2072,Operadores de Martinetes de Pilotes
47-2073,Mecánicos Operadores y Otros Operadores de Equipo Pesado y Maquinaria de Construcción 
47-2081,Instaladores de Paneles de Yeso y Paneles Acústicos de Techo
47-2082,Selladores de Paneles
47-2111,Electricistas 
47-2121,Cristaleros 
47-2131,"Trabajadores de Instalación de Pisos, Techos y Paredes Aislantes   "
47-2132,Trabajadores de Instalación de Materiales Aislantes de Sistemas Mecánicos
47-2141,"Pintores, Construcción y Mantenimiento"
47-2142,Empapeladores 
47-2151,Instaladores de Tuberías 
47-2152,"Plomeros, Instaladores y Ajustadores de Tuberías de Agua y de Vapor"
47-2161,Yeseros y Estucadores
47-2171,Trabajadores de Colocación de Refuerzos de Hierro y Varillas
47-2181,Techadores
47-2211,Trabajadores de Chapa Metálica 
47-2221,Trabajadores de Piezas de Hierro y Acero Estructural
47-2231,Instaladores de Sistema Solar Fotovoltaico 
47-3011,"Ayudantes de Albañiles de Ladrillos, Bloques y Piedras, e Instaladores de Losas y Mármol "
47-3012,Ayudantes de Carpinteros 
47-3013,Ayudantes de Electricistas
47-3014,"Ayudantes de Pintores, Empapeladores, Yeseros y Estucadores"
47-3015,"Ayudantes de Instaladores de Tuberías, Plomeros e Instaladores y Ajustadores de Tuberías de Agua y de Vapor"
47-3016,Ayudantes de Techadores
47-3019,Todos los demás Ayudantes de Oficios de la Construcción
47-4011,Inspectores de Construcción y Edificios 
47-4021,Instaladores y Reparadores de Ascensores 
47-4031,Constructores de Cercos
47-4041,Trabajadores de Remoción de Materiales Peligrosos
47-4051,Trabajadores de Mantenimiento de Carreteras
47-4061,Instaladores de Rieles y Operadores de Equipo de Mantenimiento de Rieles
47-4071,Operadores de Servicio de Tanques Sépticos y Limpiadores de Cañerías Cloacales
47-4091,Trabajadores de Pavimento Segmentado
47-4099,Todos los demás Trabajadores de la Construcción y Trabajadores Relacionados
47-5011,"Operadores de Torres de Perforación, Petróleo y Gas"
47-5012,"Operadores de Perforadoras Giratorias, Petróleo y Gas"
47-5013,"Operadores de Unidad de Servicio, Petróleo, Gas y Minería "
47-5021,"Operadores de Perforadoras de Tierra, Excepto Petróleo y Gas "
47-5031,"Trabajadores de Explosivos, Expertos en el Manejo de Artillería y Dinamiteros"
47-5041,Operadores de Máquinas de Minería de Operación Continua
47-5042,Operadores de Máquinas de Corte y Canalización de Minas
47-5049,Todos los demás Operadores de Máquinas de Minería
47-5051,"Picapedreros, Cantera"
47-5061,"Instaladores de Pernos en Techos, Minería"
47-5071,"Obreros No Especializados, Petróleo y Gas   "
47-5081,Ayudantes de Trabajadores de Ocupaciones Relacionadas con la Extracción
47-5099,Todos los demás Trabajadores de Ocupaciones Relacionadas con la Extracción
49-1011,"Supervisores Directos de Mecánicos, Instaladores y Reparadores"
49-2011,"Reparadores de Computadoras, Cajeros Automáticos y Máquinas de Oficina"
49-2021,"Instaladores y Reparadores de Equipos de Radio, Telefonía Celular y Torres"
49-2022,"Instaladores y Reparadores de Equipo de Telecomunicaciones, Excepto Instaladores de Líneas"
49-2091,Técnicos de Aviónica 
49-2092,"Reparadores de Motores Eléctricos, Herramientas Eléctricas y Otros Reparadores Relacionados "
49-2093,Instaladores y Reparadores de Equipo Eléctrico y Electrónico de Transporte 
49-2094,Reparadores de Equipo Eléctrico y Electrónico Comercial e Industrial
49-2095,"Reparadores de Equipo Eléctrico y Electrónico de Estación Eléctrica, Subestación y Base de Retransmisión Eléctrica"
49-2096,Instaladores y Reparadores de Equipo Eléctrico y Electrónico de Vehículos de Motor
49-2097,Instaladores y Reparadores de Equipo Electrónico de Entretenimiento de Uso Doméstico
49-2098,Instaladores de Sistemas de Alarma de Seguridad e Incendio
49-3011,Mecánicos y Técnicos de Servicio de Aeronaves
49-3021,Reparadores de Carrocerías y Componentes Automotrices Relacionados
49-3022,Instaladores y Reparadores de Cristales Automotrices
49-3023,Técnicos y Mecánicos de Servicio Automotriz
49-3031,Mecánicos de Autobuses y Camiones y Especialistas en Motores Diesel
49-3041,Mecánicos y Técnicos de Servicio de Equipo Agrícola
49-3042,"Mecánicos de Equipo Pesado Móvil, Excepto de Motores"
49-3043,Reparadores de Carros Ferroviarios
49-3051,Mecánicos y Técnicos de Servicio de Motores de Lancha
49-3052,Mecánicos de Motocicletas 
49-3053,Mecánicos de Equipo de Uso en Exteriores y de Otros Motores Pequeños 
49-3091,Reparadores de Bicicletas 
49-3092,Técnicos de Servicio de Vehículos Recreativos
49-3093,Reparadores y Cambiadores de Neumáticos
49-9011,Reparadores de Puertas Mecánicas
49-9012,"Instaladores y Reparadores de Válvulas y Mecanismos de Control, Excepto de Puertas Mecánicas"
49-9021,"Mecánicos e Instaladores de Calefacción, Aire Acondicionado y Refrigeración"
49-9031,Reparadores de Equipos Electrodomésticos
49-9041,Mecánicos de Maquinaria Industrial   
49-9043,Trabajadores de Mantenimiento de Maquinaria
49-9044,Armadores y Desarmadores de Maquinaria
49-9045,"Reparadores de Materiales Refractarios, Excepto Albañiles de Ladrillos"
49-9051,Instaladores y Reparadores de Tendido de Líneas de Energía Eléctrica
49-9052,Instaladores y Reparadores de Tendido de Líneas de Telecomunicaciones
49-9061,Reparadores de Cámaras y Equipo Fotográfico
49-9062,Reparadores de Equipos Médicos
49-9063,Reparadores y Afinadores de Instrumentos Musicales
49-9064,Relojeros 
49-9069,Todos los demás Reparadores de Instrumentos y Equipo de Precisión 
49-9071,"Trabajadores de Mantenimiento y Reparación, General "
49-9081,Técnicos de Servicio de Turbinas de Viento 
49-9091,"Reparadores y Encargados de Servicio de Máquinas a Monedas, Expendedoras y Máquinas de Entretenimiento"
49-9092,Buzos Comerciales
49-9093,"Zurcidores de Tela, Excepto de Prendas de Vestir"
49-9094,Cerrajeros y Reparadores de Cajas de Seguridad
49-9095,Instaladores de Estructuras Prefabricadas y de Casas Rodantes
49-9096,Aparejadores
49-9097,Reparadores de Señales y Sistemas de Cambio de Vías de Ferrocarril
49-9098,"Ayudantes de Trabajadores de Ocupaciones Relacionadas con la Instalación, Mantenimiento y Reparación"
49-9099,"Todos los demás Trabajadores de Ocupaciones Relacionadas con la Instalación, Mantenimiento y Reparación"
51-1011,Supervisores Directos de Trabajadores de Producción y Operación
51-2011,"Ensambladores de Estructuras, Superficies, Aparejos y Sistemas de Aeronaves"
51-2021,"Bobinadores, Encintadores y Terminadores de Bobinas"
51-2022,Ensambladores de Equipo Eléctrico y Electrónico
51-2023,Ensambladores de Equipo Electromecánico 
51-2031,Ensambladores de Motores y Otras Máquinas 
51-2041,Ajustadores y Fabricadores de Metal Estructural
51-2091,Laminadores y Fabricadores de Productos de Fibra de Vidrio
51-2092,Ensambladores en Equipo 
51-2093,Ensambladores y Ajustadores de Dispositivos de Tiempo 
51-2099,Todos los demás Ensambladores y Fabricadores 
51-3011,Panaderos y Reposteros 
51-3021,Carniceros y Cortadores de Carne 
51-3022,"Cortadores y Fileteadores de Carne, Aves y Pescados en Crudo  "
51-3023,Matarifes y Empacadores de Carne
51-3091,"Operadores y Encargados de Máquinas de Tostar, Hornear y Secar Alimentos y Tabaco"
51-3092,Preparadores de Mezclas de Productos Alimenticios
51-3093,Operadores y Encargados de Máquinas de Cocción de Alimentos
51-3099,Todos los demás Trabajadores Relacionados con el Procesamiento de Alimentos
51-4011,"Operadores de Máquina Herramienta Controlada por Computadora, Metal y Plástico"
51-4012,"Programadores de Máquina Herramienta de Control Numérico por Computadora, Metal y Plástico"
51-4021,"Preparadores, Operadores y Encargados de Máquina de Extrusión y Estirado, Metal y Plástico "
51-4022,"Preparadores, Operadores y Encargados de Máquina de Forjado, Metal y Plástico "
51-4023,"Preparadores, Operadores y Encargados de Máquina de Laminado, Metal y Plástico"
51-4031,"Preparadores, Operadores y Encargados de Máquina de Corte, Punzón y Prensado, Metal y Plástico"
51-4032,"Preparadores, Operadores y Encargados de Máquina Herramienta de Taladrar y Perforar, Metal y Plástico"
51-4033,"Preparadores, Operadores y Encargados de Máquina Herramienta de Lijar, Facetear, Pulir y Lustrar, Metal y Plástico"
51-4034,"Preparadores, Operadores y Encargados de Máquina Herramienta de Tornear, Metal y Plástico"
51-4035,"Preparadores, Operadores y Encargados de Máquina Fresadora y Alisadora, Metal y Plástico"
51-4041,Maquinistas
51-4051,Operadores y Encargados de Hornos de Refinación de Metal
51-4052,Vertedores y Fundidores de Metal
51-4061,"Fabricadores de Moldes, Metal y Plástico "
51-4062,"Fabricadores de Patrones, Metal y Plástico "
51-4071,Fabricantes de Moldes de Fundición y Hormas Matrices
51-4072,"Preparadores, Operadores y Encargados de Máquinas para Matrices y Moldes de Fundición, Metal y Plástico"
51-4081,"Preparadores, Operadores y Encargados de Diversas Máquinas Herramienta, Metal y Plástico "
51-4111,Fabricadores de Herramientas y Troqueles 
51-4121,"Soldadores, Cortadores, Estañadores y Soldadores de Latón"
51-4122,"Preparadores, Operadores y Encargados de Máquinas de Soldadura de Metal, Estaño y Latón "
51-4191,"Preparadores, Operadores y Encargados de Equipo de Tratamiento Térmico, Metal y Plástico "
51-4192,"Trazadores, Metal y Plástico "
51-4193,"Preparadores, Operadores y Encargados de Máquina de Enchapado y Revestido, Metal y Plástico  "
51-4194,"Rectificadores, Limadores y Afiladores de Herramientas"
51-4199,Todos los demás Trabajadores Relacionados con la Producción de Metal y Plástico
51-5111,Técnicos y Trabajadores de Preimpresión
51-5112,Operadores de Máquina de Impresión 
51-5113,Trabajadores de Encuadernación y Acabado Final de Imprenta
51-6011,Trabajadores de Lavandería y Tintorería 
51-6021,"Planchadores Textiles, de Indumentaria y Materiales Relacionados"
51-6031,Operadores de Máquinas de Coser 
51-6041,Trabajadores y Reparadores de Calzado y Cuero 
51-6042,Operadores y Encargados de Máquinas de Calzado 
51-6051,Costureros Manuales 
51-6052,"Sastres, Modistos y Costureros a Medida"
51-6061,Operadores y Encargados de Máquinas Textiles de Blanqueado y Teñido
51-6062,"Preparadores, Operadores y Encargados de Máquinas Textiles de Corte"
51-6063,"Preparadores, Operadores y Encargados de Máquinas Textiles de Tejido y Tramado"
51-6064,"Preparadores, Operadores y Encargados de Máquinas Textiles de Devanado, Torsión y Cardado"
51-6091,"Preparadores, Operadores y Encargados de Máquinas de Extrusión y Moldeado de Fibras Sintéticas y de Vidrio"
51-6092,Modelistas de Telas e Indumentaria
51-6093,Tapiceros 
51-6099,"Todos los demás Trabajadores Textiles, de Indumentaria y Accesorios"
51-7011,Ebanistas y Carpinteros de Banco 
51-7021,Ebanistas Encargados del Acabado de Muebles 
51-7031,"Fabricadores de Modelos, Madera "
51-7032,"Fabricadores de Patrones, Madera"
51-7041,"Preparadores, Operadores y Encargados de Máquinas Aserradoras de Madera"
51-7042,"Preparadores, Operadores y Encargados de Máquinas de Ebanistería y Carpintería, Excepto Aserradoras"
51-7099,Todos los demás Trabajadores de Ebanistería y Carpintería
51-8011,Operadores de Reactor de Energía Nuclear
51-8012,Distribuidores y Despachadores de Energía
51-8013,Operadores de Planta de Energía Eléctrica
51-8021,Operadores de Caldera y Mecánicos de Maquinaria Fija
51-8031,Operadores de Planta y Sistema de Tratamiento de Aguas y Aguas Residuales
51-8091,Operadores de Planta y Sistema de Procesos Químicos
51-8092,Operadores de Planta de Gas
51-8093,"Operadores de Sistema de Bombeo de Petróleo, Operadores de Refinería y Calibradores"
51-8099,Todos los demás Operadores de Planta y Sistema   
51-9011,Operadores y Encargados de Equipo Químico
51-9012,"Preparadores, Operadores y Encargados de Máquinas de Separación, Filtro, Depuración, Precipitación y Destilación"
51-9021,"Preparadores, Operadores y Encargados de Máquinas de Molido, Trituración y Pulido "
51-9022,Trabajadores de Molido y Pulido Manual 
51-9023,"Preparadores, Operadores y Encargados de Máquinas de Mezcla y Licuado "
51-9031,Cortadores y Rebanadores Manuales 
51-9032,"Preparadores, Operadores y Encargados de Máquinas de Cortar y Rebanar "
51-9041,"Preparadores, Operadores y Encargados de Máquinas de Extrusión, Moldeado, Prensado y Compactación "
51-9051,"Operadores y Encargados de Quemadores, Incineradores, Hornos, Estufas, Secadoras y Calderos"
51-9061,"Inspectores, Examinadores, Clasificadores, Tomadores de Muestras y Pesadores"
51-9071,Joyeros y Trabajadores de Piedras y Metales Preciosos
51-9081,Técnicos de Laboratorio Dental
51-9082,Técnicos de Aparatos Médicos 
51-9083,Técnicos de Laboratorio Oftálmico 
51-9111,Operadores y Encargados de Máquinas de Empaque y Envasado
51-9121,"Preparadores, Operadores y Encargados de Máquinas de Revestir, Pintar y Rociar"
51-9122,Pintores de Equipo de Transporte
51-9123,"Trabajadores de Pintura, Esmaltado y Decoración "
51-9141,Procesadores de Semiconductores 
51-9151,Trabajadores de Proceso Fotográfico y Operadores de Máquina de Procesamiento Fotográfico 
51-9191,Operadores y Encargados de Máquinas de Cemento Adhesivo
51-9192,"Operadores y Encargados de Equipos de Limpieza, Lavado y Decapado Metálico"
51-9193,Operadores y Encargados de Equipos de Enfriamiento y Congelamiento
51-9194,Grabadores y Talladores
51-9195,"Moldeadores, Modeladores y Fundidores, Excepto Metal y Plástico"
51-9196,"Preparadores, Operadores y Encargados de Máquinas de Fabricación de Artículos de Papel"
51-9197,Trabajadores de Fabricación de Neumáticos
51-9198,Ayudantes de Trabajadores de Ocupaciones Relacionadas con la Producción
51-9199,Todos los demás Trabajadores de Ocupaciones Relacionadas con la Producción
53-1011,Supervisores de Transporte Aéreo de Carga
53-1021,"Supervisores Directos de Ayudantes, Obreros y Acarreadores Manuales de Materiales"
53-1031,Supervisores Directos de Operadores de Máquinas y Vehículos de Transporte y de Traslado de Materiales   
53-2011,"Pilotos, Copilotos e Ingenieros de Vuelo de Aerolínea"
53-2012,Pilotos Comerciales
53-2021,Controladores de Tráfico Aéreo
53-2022,Especialistas en Operaciones de Aeropuerto 
53-2031,Auxiliares de Vuelo 
53-3011,"Conductores y Asistentes de Ambulancia, Excepto Técnicos de Emergencia Médica"
53-3021,"Conductores de Autobús, Tránsito e Interurbano"
53-3022,"Conductores de Autobús, Escolar o de Cliente Especial "
53-3031,Conductores/Vendedores 
53-3032,Conductores de Camión Pesado y Tractocamión
53-3033,Conductores de Camión Liviano o de Servicio de Entrega 
53-3041,Conductores de Taxi y Choferes 
53-3099,Todos los demás Operadores de Vehículos de Motor 
53-4011,Maquinistas de Locomotoras 
53-4012,Fogoneros 
53-4013,"Maquinistas Ferroviarios, Operadores de Locomotoras Pequeñas y Obreros de Servicio de Locomotoras"
53-4021,"Operadores de Frenos, Señales y Cambios de Vías de Ferrocarril"
53-4031,Coordinadores y Encargados Ferroviarios
53-4041,Operadores de Subterráneos y Tranvías 
53-4099,Todos los demás Trabajadores de Transporte Ferroviario 
53-5011,Marineros y Engrasadores 
53-5021,"Capitanes, Oficiales y Pilotos de Navíos"
53-5022,Operadores de Lanchas a Motor
53-5031,Maquinistas de Barcos
53-6011,Encargados de Puentes y Compuertas 
53-6021,Empleados de Áreas de Estacionamiento 
53-6031,Empleados de Servicio de Vehículos de Motor y Embarcaciones
53-6041,Técnicos de Tráfico
53-6051,Inspectores de Transporte
53-6061,"Auxiliares de Transporte, Excepto Auxiliares de Vuelo"
53-6099,Todos los demás Trabajadores Relacionados con el Transporte 
53-7011,Operadores y Encargados de Máquinas Transportadoras 
53-7021,Operadores de Grúas y Torres
53-7031,Operadores de Dragadora
53-7032,"Operadores de Excavadora, Cargadora y Draga de Línea de Baldes"
53-7033,"Operadores de Máquinas de Carga, Minería Subterránea"
53-7041,Operadores de Montacargas y Cabrestantes
53-7051,Operadores de Camiones y Tractores Industriales
53-7061,Limpiadores de Vehículos y Equipo
53-7062,"Obreros y Trabajadores Manuales de Traslado de Carga, Mercaderías y Materiales   "
53-7063,Alimentadores y Descargadores de Máquinas
53-7064,Empacadores y Embaladores Manuales
53-7071,Operadores de Compresores de Gas y de Estaciones de Bombeo de Gas
53-7072,"Operadores de Bombas, Excepto de Sistemas de Bombeo de Pozos"
53-7073,Operadores de Sistemas de Bombeo de Pozos
53-7081,Recolectores de Residuos y Materiales Reciclables
53-7111,Operadores de Carros de Minería 
53-7121,"Cargadores de Vagones, Camiones y Barcos Tanque"
53-7199,Todos los demás Trabajadores Relacionados con el Traslado de Materiales
55-1011,Oficiales de Tripulación Aérea 
55-1012,Oficiales de Lanzamiento y Recuperación de Aeronaves
55-1013,Oficiales de Vehículos Blindados de Asalto 
55-1014,Oficiales de Artillería y Misiles 
55-1015,Oficiales de Centro de Comando y Control 
55-1016,Oficiales de Infantería 
55-1017,Oficiales de Fuerzas Especiales
55-1019,Todos los demás Oficiales Superiores de las Fuerzas Armadas de Operaciones Especiales y Tácticas
55-2011,Supervisores Directos de Miembros de Tripulación Aérea
55-2012,Supervisores Directos de Especialistas en Armas/Miembros de Tripulación 
55-2013,Supervisores Directos de todos los demás Especialistas en Operaciones Tácticas
55-3011,Miembros de Tripulación Aérea
55-3012,Especialistas de Lanzamiento y Recuperación de Aeronaves
55-3013,Miembros de Tripulación de Vehículos Blindados de Asalto 
55-3014,Miembros de Tripulación de Artillería y Misiles
55-3015,Especialistas de Centro de Comando y Control
55-3016,Infantería
55-3017,Técnicos de Radar y Sonar
55-3018,Fuerzas Especiales 
55-3019,Todos los demás Especialistas en Operaciones Tácticas y Aéreas /Armas y Miembros de Tripulación Enlistados en las Fuerzas Armadas         
