code,title,level
35-2012,"Cooks, Institution and Cafeteria",detailed
35-2013,"Cooks, Private Household",detailed
35-2014,"Cooks, Restaurant",detailed
35-2015,"Cooks, Short Order",detailed
35-2019,"Cooks, All Other",detailed
35-2020,Food Preparation Workers,broad
35-2021,Food Preparation Workers,detailed
35-3000,Food and Beverage Serving Workers,minor
35-3010,Bartenders,broad
35-3011,Bartenders,detailed
35-3020,Fast Food and Counter Workers,broad
35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",detailed
35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",detailed
35-3030,Waiters and Waitresses,broad
35-3031,Waiters and Waitresses,detailed
35-3040,"Food Servers, Nonrestaurant",broad
35-3041,"Food Servers, Nonrestaurant",detailed
35-9000,Other Food Preparation and Serving Related Workers,minor
35-9010,Dining Room and Cafeteria Attendants and Bartender Helpers,broad
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed
35-9020,Dishwashers,broad
35-9021,Dishwashers,detailed
35-9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",broad
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed
35-9090,Miscellaneous Food Preparation and Serving Related Workers,broad
35-9099,"Food Preparation and Serving Related Workers, All Other",detailed
37-0000,Building and Grounds Cleaning and Maintenance Occupations,major
37-1000,"Supervisors, Building and Grounds Cleaning and Maintenance Workers",minor
37-1010,"First-Line Supervisors/Managers, Building and Grounds Cleaning and Maintenance Workers",broad
37-1011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,detailed
37-1012,"First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers",detailed
37-2000,Building Cleaning and Pest Control Workers,minor
37-2010,Building Cleaning Workers,broad
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed
37-2012,Maids and Housekeeping Cleaners,detailed
37-2019,"Building Cleaning Workers, All Other",detailed
37-2020,Pest Control Workers,broad
37-2021,Pest Control Workers,detailed
37-3000,Grounds Maintenance Workers,minor
37-3010,Grounds Maintenance Workers,broad
37-3011,Landscaping and Groundskeeping Workers,detailed
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed
37-3013,Tree Trimmers and Pruners,detailed
37-3019,"Grounds Maintenance Workers, All Other",detailed
39-0000,Personal Care and Service Occupations,major
39-1000,"Supervisors, Personal Care and Service Workers",minor
39-1010,First-Line Supervisors/Managers of Gaming Workers,broad
39-1011,Gaming Supervisors,detailed
39-1012,Slot Key Persons,detailed
39-1020,First-Line Supervisors/Managers of Personal Service Workers,broad
39-1021,First-Line Supervisors/Managers of Personal Service Workers,detailed
39-2000,Animal Care and Service Workers,minor
39-2010,Animal Trainers,broad
39-2011,Animal Trainers,detailed
39-2020,Nonfarm Animal Caretakers,broad
39-2021,Nonfarm Animal Caretakers,detailed
39-3000,Entertainment Attendants and Related Workers,minor
39-3010,Gaming Services Workers,broad
39-3011,Gaming Dealers,detailed
39-3012,Gaming and Sports Book Writers and Runners,detailed
39-3019,"Gaming Service Workers, All Other",detailed
39-3020,Motion Picture Projectionists,broad
39-3021,Motion Picture Projectionists,detailed
39-3030,"Ushers, Lobby Attendants, and Ticket Takers",broad
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed
39-3090,Miscellaneous Entertainment Attendants and Related Workers,broad
39-3091,Amusement and Recreation Attendants,detailed
39-3092,Costume Attendants,detailed
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed
39-3099,"Entertainment Attendants and Related Workers, All Other",detailed
39-4000,Funeral Service Workers,minor
39-4010,Embalmers,broad
39-4011,Embalmers,detailed
39-4020,Funeral Attendants,broad
39-4021,Funeral Attendants,detailed
39-5000,Personal Appearance Workers,minor
39-5010,Barbers and Cosmetologists,broad
39-5011,Barbers,detailed
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed
39-5090,Miscellaneous Personal Appearance Workers,broad
39-5091,"Makeup Artists, Theatrical and Performance",detailed
39-5092,Manicurists and Pedicurists,detailed
39-5093,Shampooers,detailed
39-5094,Skin Care Specialists,detailed
39-6000,"Transportation, Tourism, and Lodging Attendants",minor
39-6010,"Baggage Porters, Bellhops, and Concierges",broad
39-6011,Baggage Porters and Bellhops,detailed
39-6012,Concierges,detailed
39-6020,Tour and Travel Guides,broad
39-6021,Tour Guides and Escorts,detailed
39-6022,Travel Guides,detailed
39-6030,Transportation Attendants,broad
39-6031,Flight Attendants,detailed
39-6032,"Transportation Attendants, Except Flight Attendants and Baggage Porters",detailed
39-9000,Other Personal Care and Service Workers,minor
39-9010,Child Care Workers,broad
39-9011,Child Care Workers,detailed
39-9020,Personal and Home Care Aides,broad
39-9021,Personal and Home Care Aides,detailed
39-9030,Recreation and Fitness Workers,broad
39-9031,Fitness Trainers and Aerobics Instructors,detailed
39-9032,Recreation Workers,detailed
39-9040,Residential Advisors,broad
39-9041,Residential Advisors,detailed
39-9090,Miscellaneous Personal Care and Service Workers,broad
39-9099,"Personal Care and Service Workers, All Other",detailed
41-0000,Sales and Related Occupations,major
41-1000,"Supervisors, Sales Workers",minor
41-1010,"First-Line Supervisors/Managers, Sales Workers",broad
41-1011,First-Line Supervisors/Managers of Retail Sales Workers,detailed
41-1012,First-Line Supervisors/Managers of Non-Retail Sales Workers,detailed
41-2000,Retail Sales Workers,minor
41-2010,Cashiers,broad
41-2011,Cashiers,detailed
41-2012,Gaming Change Persons and Booth Cashiers,detailed
41-2020,Counter and Rental Clerks and Parts Salespersons,broad
41-2021,Counter and Rental Clerks,detailed
41-2022,Parts Salespersons,detailed
41-2030,Retail Salespersons,broad
41-2031,Retail Salespersons,detailed
41-3000,"Sales Representatives, Services",minor
41-3010,Advertising Sales Agents,broad
41-3011,Advertising Sales Agents,detailed
41-3020,Insurance Sales Agents,broad
41-3021,Insurance Sales Agents,detailed
41-3030,"Securities, Commodities, and Financial Services Sales Agents",broad
41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed
41-3040,Travel Agents,broad
41-3041,Travel Agents,detailed
41-3090,"Miscellaneous Sales Representatives, Services",broad
41-3099,"Sales Representatives, Services, All Other",detailed
41-4000,"Sales Representatives, Wholesale and Manufacturing",minor
41-4010,"Sales Representatives, Wholesale and Manufacturing",broad
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed
41-9000,Other Sales and Related Workers,minor
41-9010,"Models, Demonstrators, and Product Promoters",broad
41-9011,Demonstrators and Product Promoters,detailed
41-9012,Models,detailed
41-9020,Real Estate Brokers and Sales Agents,broad
41-9021,Real Estate Brokers,detailed
41-9022,Real Estate Sales Agents,detailed
41-9030,Sales Engineers,broad
41-9031,Sales Engineers,detailed
41-9040,Telemarketers,broad
41-9041,Telemarketers,detailed
41-9090,Miscellaneous Sales and Related Workers,broad
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed
41-9099,"Sales and Related Workers, All Other",detailed
43-0000,Office and Administrative Support Occupations,major
43-1000,"Supervisors, Office and Administrative Support Workers",minor
43-1010,First-Line Supervisors/Managers of Office and Administrative Support Workers,broad
43-1011,First-Line Supervisors/Managers of Office and Administrative Support Workers,detailed
43-2000,Communications Equipment Operators,minor
43-2010,"Switchboard Operators, Including Answering Service",broad
43-2011,"Switchboard Operators, Including Answering Service",detailed
43-2020,Telephone Operators,broad
43-2021,Telephone Operators,detailed
43-2090,Miscellaneous Communications Equipment Operators,broad
43-2099,"Communications Equipment Operators, All Other",detailed
43-3000,Financial Clerks,minor
43-3010,Bill and Account Collectors,broad
43-3011,Bill and Account Collectors,detailed
43-3020,Billing and Posting Clerks and Machine Operators,broad
43-3021,Billing and Posting Clerks and Machine Operators,detailed
43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed
43-3040,Gaming Cage Workers,broad
43-3041,Gaming Cage Workers,detailed
43-3050,Payroll and Timekeeping Clerks,broad
43-3051,Payroll and Timekeeping Clerks,detailed
43-3060,Procurement Clerks,broad
43-3061,Procurement Clerks,detailed
43-3070,Tellers,broad
43-3071,Tellers,detailed
43-4000,Information and Record Clerks,minor
43-4010,Brokerage Clerks,broad
43-4011,Brokerage Clerks,detailed
43-4020,Correspondence Clerks,broad
43-4021,Correspondence Clerks,detailed
43-4030,"Court, Municipal, and License Clerks",broad
43-4031,"Court, Municipal, and License Clerks",detailed
43-4040,"Credit Authorizers, Checkers, and Clerks",broad
43-4041,"Credit Authorizers, Checkers, and Clerks",detailed
43-4050,Customer Service Representatives,broad
43-4051,Customer Service Representatives,detailed
43-4060,"Eligibility Interviewers, Government Programs",broad
43-4061,"Eligibility Interviewers, Government Programs",detailed
43-4070,File Clerks,broad
43-4071,File Clerks,detailed
43-4080,"Hotel, Motel, and Resort Desk Clerks",broad
43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed
43-4110,"Interviewers, Except Eligibility and Loan",broad
43-4111,"Interviewers, Except Eligibility and Loan",detailed
43-4120,"Library Assistants, Clerical",broad
43-4121,"Library Assistants, Clerical",detailed
43-4130,Loan Interviewers and Clerks,broad
43-4131,Loan Interviewers and Clerks,detailed
43-4140,New Accounts Clerks,broad
43-4141,New Accounts Clerks,detailed
43-4150,Order Clerks,broad
43-4151,Order Clerks,detailed
43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",broad
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed
43-4170,Receptionists and Information Clerks,broad
43-4171,Receptionists and Information Clerks,detailed
43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,broad
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed
43-4190,Miscellaneous Information and Record Clerks,broad
43-4199,"Information and Record Clerks, All Other",detailed
43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",minor
43-5010,Cargo and Freight Agents,broad
43-5011,Cargo and Freight Agents,detailed
43-5020,Couriers and Messengers,broad
43-5021,Couriers and Messengers,detailed
43-5030,Dispatchers,broad
43-5031,"Police, Fire, and Ambulance Dispatchers",detailed
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed
43-5040,"Meter Readers, Utilities",broad
43-5041,"Meter Readers, Utilities",detailed
43-5050,Postal Service Workers,broad
43-5051,Postal Service Clerks,detailed
43-5052,Postal Service Mail Carriers,detailed
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed
43-5060,"Production, Planning, and Expediting Clerks",broad
43-5061,"Production, Planning, and Expediting Clerks",detailed
43-5070,"Shipping, Receiving, and Traffic Clerks",broad
43-5071,"Shipping, Receiving, and Traffic Clerks",detailed
43-5080,Stock Clerks and Order Fillers,broad
43-5081,Stock Clerks and Order Fillers,detailed
43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",broad
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed
43-6000,Secretaries and Administrative Assistants,minor
43-6010,Secretaries and Administrative Assistants,broad
43-6011,Executive Secretaries and Administrative Assistants,detailed
43-6012,Legal Secretaries,detailed
43-6013,Medical Secretaries,detailed
43-6014,"Secretaries, Except Legal, Medical, and Executive",detailed
43-9000,Other Office and Administrative Support Workers,minor
43-9010,Computer Operators,broad
43-9011,Computer Operators,detailed
43-9020,Data Entry and Information Processing Workers,broad
43-9021,Data Entry Keyers,detailed
43-9022,Word Processors and Typists,detailed
43-9030,Desktop Publishers,broad
43-9031,Desktop Publishers,detailed
43-9040,Insurance Claims and Policy Processing Clerks,broad
43-9041,Insurance Claims and Policy Processing Clerks,detailed
43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",broad
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed
43-9060,"Office Clerks, General",broad
43-9061,"Office Clerks, General",detailed
43-9070,"Office Machine Operators, Except Computer",broad
43-9071,"Office Machine Operators, Except Computer",detailed
43-9080,Proofreaders and Copy Markers,broad
43-9081,Proofreaders and Copy Markers,detailed
43-9110,Statistical Assistants,broad
43-9111,Statistical Assistants,detailed
43-9190,Miscellaneous Office and Administrative Support Workers,broad
43-9199,"Office and Administrative Support Workers, All Other",detailed
45-0000,"Farming, Fishing, and Forestry Occupations",major
45-1000,"Supervisors, Farming, Fishing, and Forestry Workers",minor
45-1010,"First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers",broad
45-1011,"First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers",detailed
45-1012,Farm Labor Contractors,detailed
45-2000,Agricultural Workers,minor
45-2010,Agricultural Inspectors,broad
45-2011,Agricultural Inspectors,detailed
45-2020,Animal Breeders,broad
45-2021,Animal Breeders,detailed
45-2040,"Graders and Sorters, Agricultural Products",broad
45-2041,"Graders and Sorters, Agricultural Products",detailed
45-2090,Miscellaneous Agricultural Workers,broad
45-2091,Agricultural Equipment Operators,detailed
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed
45-2093,"Farmworkers, Farm and Ranch Animals",detailed
45-2099,"Agricultural Workers, All Other",detailed
45-3000,Fishing and Hunting Workers,minor
45-3010,Fishers and Related Fishing Workers,broad
45-3011,Fishers and Related Fishing Workers,detailed
45-3020,Hunters and Trappers,broad
45-3021,Hunters and Trappers,detailed
45-4000,"Forest, Conservation, and Logging Workers",minor
45-4010,Forest and Conservation Workers,broad
45-4011,Forest and Conservation Workers,detailed
45-4020,Logging Workers,broad
45-4021,Fallers,detailed
45-4022,Logging Equipment Operators,detailed
45-4023,Log Graders and Scalers,detailed
45-4029,"Logging Workers, All Other",detailed
47-0000,Construction and Extraction Occupations,major
47-1000,"Supervisors, Construction and Extraction Workers",minor
47-1010,First-Line Supervisors/Managers of Construction Trades and Extraction Workers,broad
47-1011,First-Line Supervisors/Managers of Construction Trades and Extraction Workers,detailed
47-2000,Construction Trades Workers,minor
47-2010,Boilermakers,broad
47-2011,Boilermakers,detailed
47-2020,"Brickmasons, Blockmasons, and Stonemasons",broad
47-2021,Brickmasons and Blockmasons,detailed
47-2022,Stonemasons,detailed
47-2030,Carpenters,broad
47-2031,Carpenters,detailed
47-2040,"Carpet, Floor, and Tile Installers and Finishers",broad
47-2041,Carpet Installers,detailed
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed
47-2043,Floor Sanders and Finishers,detailed
47-2044,Tile and Marble Setters,detailed
47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",broad
47-2051,Cement Masons and Concrete Finishers,detailed
47-2053,Terrazzo Workers and Finishers,detailed
47-2060,Construction Laborers,broad
47-2061,Construction Laborers,detailed
47-2070,Construction Equipment Operators,broad
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed
47-2072,Pile-Driver Operators,detailed
47-2073,Operating Engineers and Other Construction Equipment Operators,detailed
47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",broad
47-2081,Drywall and Ceiling Tile Installers,detailed
47-2082,Tapers,detailed
47-2110,Electricians,broad
47-2111,Electricians,detailed
47-2120,Glaziers,broad
47-2121,Glaziers,detailed
47-2130,Insulation Workers,broad
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed
47-2132,"Insulation Workers, Mechanical",detailed
47-2140,Painters and Paperhangers,broad
47-2141,"Painters, Construction and Maintenance",detailed
47-2142,Paperhangers,detailed
47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",broad
47-2151,Pipelayers,detailed
47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed
47-2160,Plasterers and Stucco Masons,broad
47-2161,Plasterers and Stucco Masons,detailed
47-2170,Reinforcing Iron and Rebar Workers,broad
47-2171,Reinforcing Iron and Rebar Workers,detailed
47-2180,Roofers,broad
47-2181,Roofers,detailed
47-2210,Sheet Metal Workers,broad
47-2211,Sheet Metal Workers,detailed
47-2220,Structural Iron and Steel Workers,broad
47-2221,Structural Iron and Steel Workers,detailed
47-3000,"Helpers, Construction Trades",minor
47-3010,"Helpers, Construction Trades",broad
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed
47-3012,Helpers--Carpenters,detailed
47-3013,Helpers--Electricians,detailed
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed
47-3016,Helpers--Roofers,detailed
47-3019,"Helpers, Construction Trades, All Other",detailed
47-4000,Other Construction and Related Workers,minor
47-4010,Construction and Building Inspectors,broad
47-4011,Construction and Building Inspectors,detailed
47-4020,Elevator Installers and Repairers,broad
47-4021,Elevator Installers and Repairers,detailed
47-4030,Fence Erectors,broad
47-4031,Fence Erectors,detailed
47-4040,Hazardous Materials Removal Workers,broad
47-4041,Hazardous Materials Removal Workers,detailed
47-4050,Highway Maintenance Workers,broad
47-4051,Highway Maintenance Workers,detailed
47-4060,Rail-Track Laying and Maintenance Equipment Operators,broad
47-4061,Rail-Track Laying and Maintenance Equipment Operators,detailed
47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,broad
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed
47-4090,Miscellaneous Construction and Related Workers,broad
47-4091,Segmental Pavers,detailed
47-4099,"Construction and Related Workers, All Other",detailed
47-5000,Extraction Workers,minor
47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining",broad
47-5011,"Derrick Operators, Oil and Gas",detailed
47-5012,"Rotary Drill Operators, Oil and Gas",detailed
47-5013,"Service Unit Operators, Oil, Gas, and Mining",detailed
47-5020,"Earth Drillers, Except Oil and Gas",broad
47-5021,"Earth Drillers, Except Oil and Gas",detailed
47-5030,"Explosives Workers, Ordnance Handling Experts, and Blasters",broad
47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",detailed
47-5040,Mining Machine Operators,broad
47-5041,Continuous Mining Machine Operators,detailed
47-5042,Mine Cutting and Channeling Machine Operators,detailed
47-5049,"Mining Machine Operators, All Other",detailed
47-5050,"Rock Splitters, Quarry",broad
47-5051,"Rock Splitters, Quarry",detailed
47-5060,"Roof Bolters, Mining",broad
47-5061,"Roof Bolters, Mining",detailed
47-5070,"Roustabouts, Oil and Gas",broad
47-5071,"Roustabouts, Oil and Gas",detailed
47-5080,Helpers--Extraction Workers,broad
47-5081,Helpers--Extraction Workers,detailed
47-5090,Miscellaneous Extraction Workers,broad
47-5099,"Extraction Workers, All Other",detailed
49-0000,"Installation, Maintenance, and Repair Occupations",major
49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",minor
49-1010,"First-Line Supervisors/Managers of Mechanics, Installers, and Repairers",broad
49-1011,"First-Line Supervisors/Managers of Mechanics, Installers, and Repairers",detailed
49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",minor
49-2010,"Computer, Automated Teller, and Office Machine Repairers",broad
49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed
49-2020,Radio and Telecommunications Equipment Installers and Repairers,broad
49-2021,Radio Mechanics,detailed
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed
49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",broad
49-2091,Avionics Technicians,detailed
49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed
49-2097,Electronic Home Entertainment Equipment Installers and Repairers,detailed
49-2098,Security and Fire Alarm Systems Installers,detailed
49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",minor
49-3010,Aircraft Mechanics and Service Technicians,broad
49-3011,Aircraft Mechanics and Service Technicians,detailed
49-3020,Automotive Technicians and Repairers,broad
49-3021,Automotive Body and Related Repairers,detailed
49-3022,Automotive Glass Installers and Repairers,detailed
49-3023,Automotive Service Technicians and Mechanics,detailed
49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,broad
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed
49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,broad
49-3041,Farm Equipment Mechanics,detailed
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed
49-3043,Rail Car Repairers,detailed
49-3050,Small Engine Mechanics,broad
49-3051,Motorboat Mechanics,detailed
49-3052,Motorcycle Mechanics,detailed
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed
49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",broad
49-3091,Bicycle Repairers,detailed
49-3092,Recreational Vehicle Service Technicians,detailed
49-3093,Tire Repairers and Changers,detailed
49-9000,"Other Installation, Maintenance, and Repair Occupations",minor
49-9010,Control and Valve Installers and Repairers,broad
49-9011,Mechanical Door Repairers,detailed
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed
49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",broad
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed
49-9030,Home Appliance Repairers,broad
49-9031,Home Appliance Repairers,detailed
49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",broad
49-9041,Industrial Machinery Mechanics,detailed
49-9042,"Maintenance and Repair Workers, General",detailed
49-9043,"Maintenance Workers, Machinery",detailed
49-9044,Millwrights,detailed
49-9045,"Refractory Materials Repairers, Except Brickmasons",detailed
49-9050,Line Installers and Repairers,broad
49-9051,Electrical Power-Line Installers and Repairers,detailed
49-9052,Telecommunications Line Installers and Repairers,detailed
49-9060,Precision Instrument and Equipment Repairers,broad
49-9061,Camera and Photographic Equipment Repairers,detailed
49-9062,Medical Equipment Repairers,detailed
49-9063,Musical Instrument Repairers and Tuners,detailed
49-9064,Watch Repairers,detailed
49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed
49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",broad
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed
49-9092,Commercial Divers,detailed
49-9093,"Fabric Menders, Except Garment",detailed
49-9094,Locksmiths and Safe Repairers,detailed
49-9095,Manufactured Building and Mobile Home Installers,detailed
49-9096,Riggers,detailed
49-9097,Signal and Track Switch Repairers,detailed
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed
49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed
51-0000,Production Occupations,major
51-1000,"Supervisors, Production Workers",minor
51-1010,First-Line Supervisors/Managers of Production and Operating Workers,broad
51-1011,First-Line Supervisors/Managers of Production and Operating Workers,detailed
51-2000,Assemblers and Fabricators,minor
51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",broad
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",detailed
51-2020,"Electrical, Electronics, and Electromechanical Assemblers",broad
51-2021,"Coil Winders, Tapers, and Finishers",detailed
51-2022,Electrical and Electronic Equipment Assemblers,detailed
51-2023,Electromechanical Equipment Assemblers,detailed
51-2030,Engine and Other Machine Assemblers,broad
51-2031,Engine and Other Machine Assemblers,detailed
51-2040,Structural Metal Fabricators and Fitters,broad
51-2041,Structural Metal Fabricators and Fitters,detailed
51-2090,Miscellaneous Assemblers and Fabricators,broad
51-2091,Fiberglass Laminators and Fabricators,detailed
51-2092,Team Assemblers,detailed
51-2093,"Timing Device Assemblers, Adjusters, and Calibrators",detailed
51-2099,"Assemblers and Fabricators, All Other",detailed
51-3000,Food Processing Workers,minor
51-3010,Bakers,broad
51-3011,Bakers,detailed
51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",broad
51-3021,Butchers and Meat Cutters,detailed
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed
51-3023,Slaughterers and Meat Packers,detailed
51-3090,Miscellaneous Food Processing Workers,broad
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed
51-3092,Food Batchmakers,detailed
51-3093,Food Cooking Machine Operators and Tenders,detailed
51-4000,Metal Workers and Plastic Workers,minor
51-4010,Computer Control Programmers and Operators,broad
51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",detailed
51-4012,Numerical Tool and Process Control Programmers,detailed
51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",broad
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed
51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",broad
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed
51-4040,Machinists,broad
51-4041,Machinists,detailed
51-4050,Metal Furnace and Kiln Operators and Tenders,broad
51-4051,Metal-Refining Furnace Operators and Tenders,detailed
51-4052,"Pourers and Casters, Metal",detailed
51-4060,"Model Makers and Patternmakers, Metal and Plastic",broad
51-4061,"Model Makers, Metal and Plastic",detailed
51-4062,"Patternmakers, Metal and Plastic",detailed
51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",broad
51-4071,Foundry Mold and Coremakers,detailed
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed
51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",broad
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed
51-4110,Tool and Die Makers,broad
51-4111,Tool and Die Makers,detailed
51-4120,"Welding, Soldering, and Brazing Workers",broad
51-4121,"Welders, Cutters, Solderers, and Brazers",detailed
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed
51-4190,Miscellaneous Metalworkers and Plastic Workers,broad
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed
51-4192,"Lay-Out Workers, Metal and Plastic",detailed
51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed
51-4194,"Tool Grinders, Filers, and Sharpeners",detailed
51-4199,"Metal Workers and Plastic Workers, All Other",detailed
51-5000,Printing Workers,minor
51-5010,Bookbinders and Bindery Workers,broad
51-5011,Bindery Workers,detailed
51-5012,Bookbinders,detailed
51-5020,Printers,broad
51-5021,Job Printers,detailed
51-5022,Prepress Technicians and Workers,detailed
51-5023,Printing Machine Operators,detailed
51-6000,"Textile, Apparel, and Furnishings Workers",minor
51-6010,Laundry and Dry-Cleaning Workers,broad
51-6011,Laundry and Dry-Cleaning Workers,detailed
51-6020,"Pressers, Textile, Garment, and Related Materials",broad
51-6021,"Pressers, Textile, Garment, and Related Materials",detailed
51-6030,Sewing Machine Operators,broad
51-6031,Sewing Machine Operators,detailed
51-6040,Shoe and Leather Workers,broad
51-6041,Shoe and Leather Workers and Repairers,detailed
51-6042,Shoe Machine Operators and Tenders,detailed
51-6050,"Tailors, Dressmakers, and Sewers",broad
51-6051,"Sewers, Hand",detailed
51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed
51-6060,"Textile Machine Setters, Operators, and Tenders",broad
